elapsed_time[s],time[UTC],earth_position_i_x[m],earth_position_i_y[m],earth_position_i_z[m],earth_velocity_i_x[m/s],earth_velocity_i_y[m/s],earth_velocity_i_z[m/s],sun_position_i_x[m],sun_position_i_y[m],sun_position_i_z[m],sun_velocity_i_x[m/s],sun_velocity_i_y[m/s],sun_velocity_i_z[m/s],moon_position_i_x[m],moon_position_i_y[m],moon_position_i_z[m],moon_velocity_i_x[m/s],moon_velocity_i_y[m/s],moon_velocity_i_z[m/s],spacecraft_angular_velocity_b_x[rad/s],spacecraft_angular_velocity_b_y[rad/s],spacecraft_angular_velocity_b_z[rad/s],spacecraft_quaternion_i2b_x,spacecraft_quaternion_i2b_y,spacecraft_quaternion_i2b_z,spacecraft_quaternion_i2b_w,spacecraft_torque_b_x[Nm],spacecraft_torque_b_y[Nm],spacecraft_torque_b_z[Nm],spacecraft_total_angular_momentum[Nms],spacecraft_kinematic_energy[J],spacecraft_position_i_x[m],spacecraft_position_i_y[m],spacecraft_position_i_z[m],spacecraft_velocity_i_x[m/s],spacecraft_velocity_i_y[m/s],spacecraft_velocity_i_z[m/s],spacecraft_velocity_b_x[m/s],spacecraft_velocity_b_y[m/s],spacecraft_velocity_b_z[m/s],spacecraft_acceleration_i_x[m/s2],spacecraft_acceleration_i_y[m/s2],spacecraft_acceleration_i_z[m/s2],spacecraft_latitude[rad],spacecraft_longitude[rad],spacecraft_altitude[m],geomagnetic_field_at_spacecraft_position_i_x[nT],geomagnetic_field_at_spacecraft_position_i_y[nT],geomagnetic_field_at_spacecraft_position_i_z[nT],geomagnetic_field_at_spacecraft_position_b_x[nT],geomagnetic_field_at_spacecraft_position_b_y[nT],geomagnetic_field_at_spacecraft_position_b_z[nT],solar_radiation_pressure_at_spacecraft_position[N/m2],shadow_coefficient_at_spacecraft_position,air_density_at_spacecraft_position[kg/m3],earth_position_from_spacecraft_b_x[m],earth_position_from_spacecraft_b_y[m],earth_position_from_spacecraft_b_z[m],earth_velocity_from_spacecraft_b_x[m/s],earth_velocity_from_spacecraft_b_y[m/s],earth_velocity_from_spacecraft_b_z[m/s],sun_position_from_spacecraft_b_x[m],sun_position_from_spacecraft_b_y[m],sun_position_from_spacecraft_b_z[m],sun_velocity_from_spacecraft_b_x[m/s],sun_velocity_from_spacecraft_b_y[m/s],sun_velocity_from_spacecraft_b_z[m/s],moon_position_from_spacecraft_b_x[m],moon_position_from_spacecraft_b_y[m],moon_position_from_spacecraft_b_z[m],moon_velocity_from_spacecraft_b_x[m/s],moon_velocity_from_spacecraft_b_y[m/s],moon_velocity_from_spacecraft_b_z[m/s],gravity_gradient_torque_b_x[Nm],gravity_gradient_torque_b_y[Nm],gravity_gradient_torque_b_z[Nm],srp_torque_b_x[Nm],srp_torque_b_y[Nm],srp_torque_b_z[Nm],srp_force_b_x[N],srp_force_b_y[N],srp_force_b_z[N],third_body_acceleration_i_x[m/s2],third_body_acceleration_i_y[m/s2],third_body_acceleration_i_z[m/s2],air_drag_torque_b_x[Nm],air_drag_torque_b_y[Nm],air_drag_torque_b_z[Nm],air_drag_force_b_x[N],air_drag_force_b_y[N],air_drag_force_b_z[N],spacecraft_magnetic_moment_b_x[Am2],spacecraft_magnetic_moment_b_y[Am2],spacecraft_magnetic_moment_b_z[Am2],magnetic_disturbance_torque_b_x[Nm],magnetic_disturbance_torque_b_y[Nm],magnetic_disturbance_torque_b_z[Nm],geopotential_acceleration_ecef_x[m/s2],geopotential_acceleration_ecef_y[m/s2],geopotential_acceleration_ecef_z[m/s2],
190,2023/03/01 12:03:10.000,0,0,0,0,0,0,1.39553e+11,-4.58024e+10,-1.98554e+10,10506.2,25837.4,11200.8,-3.05185e+07,3.55627e+08,1.8761e+08,-968.239,-63.3933,23.2865,0.11185,-0.114549,0.00316033,-0.901096,0.421936,0.0999423,-0.00273511,0.000387201,-0.000378625,-1.04112e-07,0.00176115,0.000140998,-1271477.685034897,-6112149.824223158,2678795.887526121,4610.818695,-3245.997562,-5190.373497,6269.928078,-1876.74642,3987.725043,-1.040320903e-06,8.553967928e-07,8.939664302e-07,0.407617,4.8593,418653,4796.64,32672.5,8629.93,-23317.3,-23843.3,-7264.38,4.64205e-06,1,2.70823e-12,-3.41111e+06,-5.17348e+06,2.78396e+06,177638,322247,816519,1.25587e+11,-7.81826e+10,-9.07899e+09,2.26038e+09,2.3993e+09,1.06059e+10,-3.24644e+08,-1.92652e+08,-1.52975e+08,4.24002e+06,-3.30065e+07,3.25543e+07,7.85591e-09,-5.17975e-09,-1.56686e-24,5.16988e-26,-2.58494e-26,4.1359e-25,-1.26793e-07,7.39212e-08,7.22491e-09,0,0,0,0,-6.61744e-24,-6.61744e-24,-3.73565e-06,7.93005e-07,-1.68637e-06,0.199983,0.20003,16.3,0.000387193,-0.00037862,-1.04112e-07,0,0,0,
200,2023/03/01 12:03:20.000,0,0,0,0,0,0,1.39553e+11,-4.58022e+10,-1.98553e+10,10506.1,25837.4,11200.8,-3.05282e+07,3.55627e+08,1.8761e+08,-968.237,-63.4153,23.2749,0.185109,-0.194925,0.00311747,0.0826928,0.0696799,0.349934,0.930512,-0.000372859,0.000386214,-1.65052e-07,0.00295698,0.000397456,-1225289.652359648,-6144220.587123188,2626722.972041441,4626.689847,-3168.087687,-5224.098994,1724.064009,-6367.336353,-3901.138281,-1.05151741e-06,8.438531713e-07,9.027079289e-07,0.399247,4.86683,418633,4261.91,32301.5,9187.4,23783.8,22964.3,7275.44,4.64206e-06,1,2.70916e-12,5.23025e+06,3.29443e+06,-2.81846e+06,-578212,-300308,-1.42405e+06,7.49157e+10,-1.27438e+11,1.06902e+10,-4.06983e+09,-3.99437e+09,-1.90959e+10,2.01747e+08,3.21864e+08,1.47163e+08,5.69753e+07,-9.82911e+06,-5.65951e+07,5.06416e-09,-8.03989e-09,-2.81052e-25,-5.16988e-26,0,4.1359e-25,-7.03391e-08,1.28705e-07,-8.4956e-09,0,0,0,1.98523e-23,4.96308e-24,3.30872e-24,-7.32221e-07,3.78105e-06,1.65086e-06,0.200054,0.2001,16.3001,-0.000372864,0.000386222,-1.65052e-07,0,0,0,
210,2023/03/01 12:03:30.000,0,0,0,0,0,0,1.39553e+11,-4.58019e+10,-1.98551e+10,10506.1,25837.4,11200.8,-3.05379e+07,3.55626e+08,1.8761e+08,-968.236,-63.4374,23.2633,-0.136209,0.139935,0.00267287,0.227089,-0.0180431,0.334928,0.914291,-0.000375387,0.000393929,-2.26971e-07,0.00214812,0.000209756,-1178945.851216959,-6175510.247992935,2574316.126779166,4641.972066,-3089.778822,-5257.158753,757.3561924,-7078.384782,-2838.174849,-1.084899081e-06,8.840198478e-07,9.972478765e-07,0.390853,4.87431,418616,3908.9,32024.8,9709.83,24104.8,22967,-5160.52,4.64206e-06,1,2.70995e-12,4.10114e+06,2.31866e+06,-4.89474e+06,681010,412895,766171,7.70979e+10,-1.25144e+11,1.902e+10,5.91554e+09,5.28424e+09,1.07895e+10,2.30081e+08,3.36248e+08,21373,-2.48026e+07,1.6975e+07,4.71842e+07,6.18938e-09,-1.09475e-08,-3.18995e-25,-1.55096e-25,-5.16988e-26,4.1359e-25,-7.37252e-08,1.27802e-07,-1.54962e-08,0,0,0,-2.64698e-23,-8.27181e-25,-8.27181e-24,-2.38218e-07,4.3275e-06,9.88759e-07,0.199984,0.19996,16.3,-0.000375394,0.00039394,-2.26971e-07,0,0,0,
220,2023/03/01 12:03:40.000,0,0,0,0,0,0,1.39553e+11,-4.58016e+10,-1.9855e+10,10506,25837.4,11200.8,-3.05475e+07,3.55626e+08,1.8761e+08,-968.234,-63.4592,23.2517,-0.161906,0.172712,0.00266637,-0.880585,0.432472,0.140533,0.133375,0.000367974,-0.000399503,3.8615e-07,0.0026041,0.000308251,-1132452.180449032,-6206014.867026034,2521582.029945643,4656.663463,-3011.080995,-5289.548623,6830.763414,-1344.192686,3203.789194,-1.069528921e-06,8.856302611e-07,9.99845768e-07,0.382435,4.88172,418601,3461.03,31612.4,10077.4,-24480.8,-22546.4,2286.71,4.64207e-06,1,2.71063e-12,-2.83553e+06,-4.21098e+06,4.51473e+06,-498672,-767554,-1.02909e+06,1.21938e+11,-8.24796e+10,-1.7181e+10,-6.56944e+09,-6.59843e+09,-1.49484e+10,-3.46968e+08,-2.11724e+08,-2.88218e+07,-1.73142e+07,3.61935e+07,-5.7517e+07,1.03672e-08,-6.98092e-09,3.69047e-25,-5.16988e-26,0,-4.1359e-25,-1.24542e-07,7.98396e-08,1.40532e-08,0,0,0,2.48154e-24,1.98523e-23,3.30872e-24,-4.23618e-06,4.80513e-07,-1.19174e-06,0.200021,0.199989,16.3,0.000367964,-0.000399496,3.8615e-07,0,0,0,
230,2023/03/01 12:03:50.000,0,0,0,0,0,0,1.39553e+11,-4.58014e+10,-1.98549e+10,10506,25837.4,11200.9,-3.05572e+07,3.55625e+08,1.87611e+08,-968.232,-63.4812,23.2401,0.129988,-0.164994,0.00406707,-0.879338,0.44924,0.142144,0.0688762,0.000335532,-0.000415633,9.83064e-07,0.00231059,0.000242696,-1085814.557431901,-6235730.604902592,2468527.400822235,4670.76222,-2932.004274,-5321.264542,6515.35093,-2095.963723,3447.559054,-1.065637446e-06,8.494359567e-07,9.829731963e-07,0.373994,4.88908,418589,3051.32,31115.3,10671.8,-25543.3,-20629,-3652.8,4.64207e-06,1,2.71118e-12,-3.48781e+06,-4.60332e+06,3.57793e+06,317658,472519,917615,1.19398e+11,-8.596e+10,-1.79413e+10,5.43757e+09,4.24204e+09,1.58623e+10,-3.51481e+08,-1.86347e+08,-8.84578e+07,1.14213e+07,-3.99775e+07,3.88108e+07,8.98077e-09,-6.80447e-09,-8.4384e-25,5.16988e-26,0,4.1359e-25,-1.22098e-07,8.40165e-08,1.47685e-08,0,0,0,1.65436e-24,0,0,-3.98749e-06,9.18686e-07,-1.45799e-06,0.199997,0.200005,16.3,0.000335523,-0.000415626,9.83064e-07,0,0,0,
240,2023/03/01 12:03:60.000,0,0,0,0,0,0,1.39553e+11,-4.58011e+10,-1.98548e+10,10505.9,25837.5,11200.9,-3.05669e+07,3.55624e+08,1.87611e+08,-968.23,-63.5032,23.2285,0.141182,-0.190752,0.00411573,0.218922,0.00263149,0.411814,0.884577,-0.000324149,0.000425536,-1.24563e-06,0.00261053,0.000309789,-1039038.91731727,-6264653.723250574,2415158.998903037,4684.266599,-2852.558779,-5352.302528,73.68131019,-7103.558465,-2874.128687,-1.12849892e-06,7.589781383e-07,9.500577771e-07,0.365531,4.89639,418580,2543.55,30783.4,11074.6,26099.8,19879.4,-586.281,4.64207e-06,1,2.7116e-12,4.91671e+06,1.90615e+06,-4.28381e+06,-726538,-286319,-961298,5.48861e+10,-1.35454e+11,2.46279e+10,-8.44765e+09,-6.74496e+09,-1.8271e+10,2.76443e+08,2.97785e+08,3.21855e+07,3.71044e+07,-2.9565e+07,-4.50842e+07,4.45208e-09,-1.14836e-08,5.15968e-25,-4.1359e-25,0,4.1359e-25,-4.90638e-08,1.35845e-07,-1.93632e-08,0,0,0,-1.32349e-23,1.03398e-25,-8.27181e-25,-3.81333e-08,4.15851e-06,1.03136e-06,0.20001,0.200067,16.3001,-0.000324153,0.000425547,-1.24563e-06,0,0,0,
250,2023/03/01 12:04:10.000,0,0,0,0,0,0,1.39553e+11,-4.58009e+10,-1.98547e+10,10505.8,25837.5,11200.9,-3.05766e+07,3.55624e+08,1.87611e+08,-968.229,-63.5252,23.2169,-0.117747,0.149299,0.00159165,0.297401,-0.0635647,0.3952,0.866792,-0.000312849,0.000409422,-1.183e-06,0.00209159,0.000198856,-992131.2122740225,-6292780.585116322,2361483.623017577,4697.174935,-2772.754675,-5382.658693,-461.2580875,-7316.545855,-2231.598796,-1.189989542e-06,7.438807647e-07,1.045401445e-06,0.357045,4.90365,418574,2288.5,30269.5,11552,25020.3,19095.1,-8018.26,4.64208e-06,1,2.7119e-12,3.85237e+06,1.33496e+06,-5.43481e+06,723954,299951,586825,5.87626e+10,-1.33187e+11,2.78416e+10,8.60807e+09,6.15161e+09,1.12594e+10,2.77176e+08,2.91766e+08,-6.49798e+07,-1.8231e+07,2.60317e+07,3.90863e+07,3.95541e-09,-1.14143e-08,8.97853e-25,-3.10193e-25,-5.16988e-26,4.1359e-25,-5.3508e-08,1.34683e-07,-2.22682e-08,0,0,0,-6.61744e-24,0,1.65436e-24,1.53334e-07,4.46665e-06,7.18934e-07,0.200001,0.199919,16.3,-0.000312853,0.000409434,-1.183e-06,0,0,0,
260,2023/03/01 12:04:20.000,0,0,0,0,0,0,1.39554e+11,-4.58006e+10,-1.98546e+10,10505.8,25837.5,11200.9,-3.05862e+07,3.55623e+08,1.87611e+08,-968.227,-63.5471,23.2054,-0.158387,0.206101,0.00115911,-0.859132,0.447027,0.171181,0.180987,0.000317295,-0.00041601,1.2118e-06,0.00285925,0.000371606,-945097.4107062604,-6320107.655402295,2307508.110445011,4709.485646,-2692.602168,-5412.329238,6920.365914,-1614.348641,2867.94061,-1.078031429e-06,8.465343627e-07,1.089272932e-06,0.348539,4.91086,418570,1906.73,29908.4,11979.8,-25472.8,-19416.5,3974.62,4.64208e-06,1,2.71205e-12,-2.79603e+06,-3.72253e+06,4.94839e+06,-577644,-812502,-937596,1.16527e+11,-8.85642e+10,-2.33395e+10,-1.02833e+10,-8.79504e+09,-1.79676e+10,-3.55799e+08,-1.9804e+08,2.01416e+07,-2.46909e+07,3.87988e+07,-5.45712e+07,1.00416e-08,-7.54237e-09,1.33218e-25,-1.03398e-25,0,-6.20385e-25,-1.19716e-07,8.76388e-08,1.94988e-08,0,0,0,8.27181e-25,-6.61744e-24,-9.92617e-24,-4.36729e-06,6.13073e-07,-1.05124e-06,0.19996,0.199991,16.3,0.000317285,-0.000416002,1.2118e-06,0,0,0,
270,2023/03/01 12:04:30.000,0,0,0,0,0,0,1.39554e+11,-4.58003e+10,-1.98545e+10,10505.7,25837.5,11200.9,-3.0596e+07,3.55622e+08,1.87612e+08,-968.225,-63.5691,23.1937,0.0799469,-0.124738,0.00400381,-0.884811,0.4565,0.0821824,-0.0443037,0.000263332,-0.000392019,1.57641e-06,0.00162985,0.000120767,-897943.4964816537,-6346631.501302987,2253239.336032657,4721.197221,-2612.11151,-5441.310451,5390.113777,-3101.269841,4477.665465,-1.034452884e-06,6.498261831e-07,9.546688047e-07,0.340012,4.91802,418570,1603.88,29416.4,12494.5,-24210.7,-16315.7,-13101.4,4.64208e-06,1,2.71208e-12,-4.44703e+06,-4.75878e+06,1.93416e+06,54061.1,207676,635301,1.19025e+11,-8.81454e+10,-5.50769e+09,1.46702e+09,1.12877e+09,1.36386e+10,-3.29143e+08,-1.5618e+08,-1.83121e+08,4.13216e+06,-3.14311e+07,1.93683e+07,5.01712e-09,-4.68845e-09,6.50717e-25,2.58494e-26,2.58494e-26,6.20385e-25,-1.19796e-07,8.50351e-08,4.40126e-09,0,0,0,0,0,0,-3.0994e-06,1.52059e-06,-2.02103e-06,0.200063,0.199935,16.3,0.000263327,-0.000392015,1.57641e-06,0,0,0,
280,2023/03/01 12:04:40.000,0,0,0,0,0,0,1.39554e+11,-4.58001e+10,-1.98544e+10,10505.7,25837.5,11200.9,-3.06057e+07,3.55622e+08,1.87612e+08,-968.224,-63.5911,23.1821,0.163512,-0.273244,0.00553351,0.0682098,0.0762512,0.505399,0.8568,-0.000246204,0.000399838,-1.88367e-06,0.00350282,0.000557757,-850675.4681808695,-6372348.792724253,2198684.211307937,4732.308229,-2531.292991,-5469.598704,378.7657646,-6324.682346,-4309.712877,-1.084324406e-06,5.965733933e-07,8.753020226e-07,0.331466,4.92513,418572,1085.62,28883.1,12983.2,24686.4,15260.7,12714.9,4.64209e-06,1,2.71197e-12,6.18471e+06,1.94134e+06,-2.03599e+06,-480628,91120.1,-1.37315e+06,2.75506e+10,-1.45374e+11,8.6059e+09,-3.53275e+09,-2.53596e+09,-3.1529e+10,2.86893e+08,2.3253e+08,1.72988e+08,5.69107e+07,-4.01457e+07,-4.04082e+07,2.1543e-09,-6.86315e-09,-1.00912e-25,2.06795e-25,-6.46235e-27,-8.27181e-25,-2.11226e-08,1.34622e-07,-5.89617e-09,0,0,0,0,2.06795e-24,-1.65436e-24,-1.56983e-07,3.5188e-06,1.70271e-06,0.200016,0.19995,16.3,-0.000246206,0.000399845,-1.88367e-06,0,0,0,
290,2023/03/01 12:04:50.000,0,0,0,0,0,0,1.39554e+11,-4.57998e+10,-1.98542e+10,10505.6,25837.5,11200.9,-3.06153e+07,3.55621e+08,1.87612e+08,-968.222,-63.6129,23.1706,-0.0451877,0.0625049,0.00151346,0.498527,-0.197044,0.389861,0.748767,-0.000212665,0.000338043,-1.53803e-06,0.000848438,3.27234e-05,-803299.338328165,-6397256.302695709,2143849.683593533,4742.817312,-2450.156945,-5497.190466,-1775.259253,-7447.677897,311.8279391,-1.270405687e-06,4.938444593e-07,1.215067717e-06,0.3229,4.93219,418578,843.712,28336,13336.4,20494.5,12802.1,-19939.4,4.64209e-06,1,2.71172e-12,1.46856e+06,-654861,-6.60157e+06,344438,111242,65575.2,5.52792e+10,-1.29566e+11,4.60829e+10,5.26414e+09,3.01572e+09,2.16431e+09,2.47059e+08,2.04184e+08,-2.5222e+08,10874.4,1.48727e+07,1.20426e+07,-2.35607e-09,-5.2836e-09,-1.6902e-26,-2.06795e-25,-5.16988e-26,0,-5.04718e-08,1.31316e-07,-3.77566e-08,0,0,0,1.65436e-24,0,1.65436e-23,6.78202e-07,4.68274e-06,-1.1174e-07,0.200027,0.199996,16.3,-0.000212662,0.000338048,-1.53803e-06,0,0,0,
300,2023/03/01 12:04:60.000,0,0,0,0,0,0,1.39554e+11,-4.57996e+10,-1.98541e+10,10505.6,25837.6,11200.9,-3.0625e+07,3.5562e+08,1.87612e+08,-968.22,-63.6349,23.159,-0.210182,0.318511,-0.00132405,-0.619211,0.360067,0.37547,0.588176,0.000128573,-0.000188415,7.34661e-07,0.00419771,0.000800945,-755821.1326056501,-6421350.907752986,2088742.735100801,4752.723197,-2368.71374,-5524.082294,7098.781155,-1572.77381,-2418.337533,-1.039664482e-06,3.350683171e-07,1.373581811e-06,0.314316,4.93921,418586,528.664,27854.3,13758.2,-11216.3,-7544.53,27976.9,4.64209e-06,1,2.71133e-12,2.38067e+06,106889,6.36308e+06,-1.11408e+06,-1.32996e+06,439173,8.02102e+10,-1.13627e+11,-5.12049e+10,-2.80642e+10,-2.18641e+10,4.55679e+09,-1.68543e+08,-6.84864e+07,3.65086e+08,-8.79912e+07,2.36461e+07,-3.61801e+07,-3.70643e-10,8.25506e-09,-5.65051e-27,0,0,0,-7.92292e-08,1.17373e-07,4.42309e-08,0,0,0,8.27181e-25,6.61744e-24,3.30872e-24,-4.40857e-06,6.41425e-07,9.93098e-07,0.200058,0.200067,16.3001,0.000128574,-0.000188423,7.34661e-07,0,0,0,
310,2023/03/01 12:05:10.000,0,0,0,0,0,0,1.39554e+11,-4.57993e+10,-1.9854e+10,10505.5,25837.6,11200.9,-3.06347e+07,3.5562e+08,1.87613e+08,-968.218,-63.657,23.1473,-0.00332326,-0.000455884,0.00210129,-0.879239,0.445114,-0.0306839,-0.166944,0.000179587,-0.000291966,1.37841e-06,3.80389e-05,7.15993e-08,-708246.8890514523,-6444629.588318231,2033370.382022031,4762.024685,-2286.973784,-5550.270833,3508.383482,-4000.62601,5513.517151,-9.548374401e-07,3.968212729e-07,9.649508373e-07,0.305714,4.94619,418598,101.478,27359.6,14258.7,-18184.8,-11290.3,-22219.6,4.6421e-06,1,2.71079e-12,-4.96268e+06,-4.63623e+06,-215910,7339.79,-5939.99,-41527.2,1.15365e+11,-9.0822e+10,2.02232e+10,1.32456e+08,1.66184e+08,-9.31907e+06,-2.60104e+08,-1.25446e+08,-2.88158e+08,1.21408e+06,663929,-1.3919e+06,-5.45448e-10,5.83855e-10,-1.72735e-25,-5.16988e-26,-5.16988e-26,0,-1.18153e-07,9.00021e-08,-1.68196e-08,0,0,0,6.61744e-24,6.61744e-24,0,-1.70658e-06,2.02757e-06,-2.50104e-06,0.200125,0.200051,16.3001,0.000179588,-0.000291966,1.37841e-06,0,0,0,
320,2023/03/01 12:05:20.000,0,0,0,0,0,0,1.39554e+11,-4.57991e+10,-1.98539e+10,10505.4,25837.6,11200.9,-3.06444e+07,3.55619e+08,1.87613e+08,-968.217,-63.679,23.1357,0.18006,-0.332844,0.00644782,-0.620945,0.39315,0.412019,0.538611,0.000139767,-0.000261971,1.49916e-06,0.00416279,0.000787729,-660582.6573256744,-6467089.429070361,1977739.673625834,4770.720651,-2204.94752,-5575.75282,6988.50151,-2279.494467,-2162.253504,-1.019827798e-06,3.747855404e-07,1.432270162e-06,0.297095,4.95313,418612,-211.924,26775.5,14625,-15768.1,-8270.52,24775.5,4.6421e-06,1,2.71011e-12,1.57859e+06,-765814,6.5645e+06,1.0848e+06,1.0905e+06,-133636,7.157e+10,-1.17109e+11,-5.59469e+10,3.32355e+10,1.99805e+10,6.93145e+08,-2.11548e+08,-8.24443e+07,3.38992e+08,7.11367e+07,-4.46387e+07,3.35425e+07,2.73907e-09,5.64612e-09,1.14815e-25,2.06795e-25,-1.03398e-25,4.1359e-25,-6.91502e-08,1.20362e-07,4.79528e-08,0,0,0,2.48154e-24,-3.30872e-24,9.92617e-24,-4.5203e-06,9.65385e-07,7.43133e-07,0.199986,0.19997,16.3001,0.000139764,-0.000261976,1.49916e-06,0,0,0,
330,2023/03/01 12:05:30.000,0,0,0,0,0,0,1.39554e+11,-4.57988e+10,-1.98538e+10,10505.4,25837.6,11200.9,-3.0654e+07,3.55619e+08,1.87613e+08,-968.215,-63.7008,23.1242,0.0440643,-0.0969859,0.00296932,0.537144,-0.240556,0.420228,0.690664,-0.000175323,0.000331279,-1.913e-06,0.00117187,6.2433e-05,-612834.4979317788,-6488727.619293018,1921857.691377531,4778.81005,-2122.645427,-5600.525083,-2534.965605,-7180.17773,852.9521985,-1.292704342e-06,3.789050677e-07,1.236676084e-06,0.28846,4.96003,418630,-597.826,26315.3,14959.8,20077.6,10509.4,-20077.2,4.6421e-06,1,2.70929e-12,974399,-1.06944e+06,-6.63924e+06,-397883,-47201.5,-50803.9,4.33168e+10,-1.31213e+11,5.36048e+10,-1.0824e+10,-4.70572e+09,-2.77202e+09,2.48973e+08,1.52061e+08,-2.85298e+08,2.69916e+06,-2.31462e+07,-9.9881e+06,-3.86826e-09,-3.52448e-09,-2.73402e-26,0,0,0,-3.78411e-08,1.30225e-07,-4.29451e-08,0,0,0,1.65436e-24,0,6.61744e-24,1.11627e-06,4.60224e-06,-2.75938e-07,0.200046,0.199992,16.3001,-0.000175319,0.000331282,-1.913e-06,0,0,0,
340,2023/03/01 12:05:40.000,0,0,0,0,0,0,1.39554e+11,-4.57985e+10,-1.98537e+10,10505.3,25837.6,11200.9,-3.06637e+07,3.55618e+08,1.87613e+08,-968.213,-63.7228,23.1126,-0.120306,0.184728,-0.000637929,0.339137,-0.171387,0.464354,0.799993,-0.000248823,0.000402512,-1.88606e-06,0.00242495,0.00026729,-565008.4814408479,-6509541.453222333,1865731.547994226,4786.291916,-2040.078016,-5624.584541,-2151.375425,-6960.157874,-2373.65668,-1.2931511e-06,5.542859032e-07,1.105528079e-06,0.279808,4.96688,418651,-786.701,25657.4,15370.2,24599.6,15170.4,-7738.77,4.64211e-06,1,2.70832e-12,3.16032e+06,932773,-5.94278e+06,832457,134121,463731,3.12119e+10,-1.42744e+11,2.4836e+10,1.52992e+10,5.47329e+09,1.22306e+10,3.18719e+08,2.18207e+08,-1.31713e+08,-8.29918e+06,3.64412e+07,4.02745e+07,3.01973e-09,-1.02311e-08,-2.98406e-25,-4.1359e-25,-2.58494e-26,4.1359e-25,-2.50979e-08,1.36314e-07,-1.8095e-08,0,0,0,2.97785e-23,-3.30872e-24,-2.64698e-23,9.43805e-07,4.45663e-06,8.6342e-07,0.199966,0.199988,16.3001,-0.000248826,0.000402522,-1.88606e-06,0,0,0,
350,2023/03/01 12:05:50.000,0,0,0,0,0,0,1.39555e+11,-4.57983e+10,-1.98536e+10,10505.3,25837.7,11201,-3.06734e+07,3.55617e+08,1.87613e+08,-968.212,-63.7448,23.101,-0.143373,0.221368,-0.00121604,-0.856532,0.438923,0.133212,0.236545,0.000263583,-0.00040528,1.73887e-06,0.00290116,0.000382581,-517110.6876698721,-6529528.330351926,1809368.386527157,4793.165365,-1957.255827,-5647.928209,6586.187758,-1293.811521,3694.937103,-1.056389506e-06,6.708570431e-07,1.085652387e-06,0.271141,4.9737,418675,-1215.08,25097.6,15748.7,-24857,-16164.1,491.105,4.64211e-06,1,2.7072e-12,-3.29802e+06,-3.11016e+06,5.06221e+06,-440507,-776012,-763747,1.20783e+11,-8.51474e+10,-1.13189e+10,-1.07072e+10,-1.26408e+10,-1.91641e+10,-3.47132e+08,-2.10497e+08,4.21059e+07,-2.70241e+07,3.40708e+07,-5.24203e+07,8.57603e-09,-9.09402e-09,-9.25634e-25,0,0,4.1359e-25,-1.22568e-07,8.23021e-08,9.15656e-09,0,0,0,-4.1359e-24,-1.32349e-23,1.65436e-24,-4.02482e-06,4.5775e-07,-1.39753e-06,0.200012,0.200019,16.3001,0.000263575,-0.00040527,1.73887e-06,0,0,0,
360,2023/03/01 12:06:0.000,0,0,0,0,0,0,1.39555e+11,-4.5798e+10,-1.98535e+10,10505.2,25837.7,11201,-3.06831e+07,3.55617e+08,1.87614e+08,-968.21,-63.7668,23.0893,0.0263119,-0.0435539,0.00169504,-0.876363,0.452874,-0.083614,-0.141075,0.000151367,-0.000243663,1.13114e-06,0.000559782,1.42472e-05,-469147.2049191631,-6548685.755753845,1752775.379451298,4799.429584,-1874.189436,-5670.553189,2651.488809,-3864.70435,6061.018992,-8.828043454e-07,2.855574198e-07,9.593609751e-07,0.262459,4.98049,418703,-1395.68,24605.4,16107.7,-15234.9,-9572.33,-23304.5,4.64211e-06,1,2.70593e-12,-5.25135e+06,-4.28602e+06,-480580,-54710.3,46835.5,179955,1.10042e+11,-9.23608e+10,3.64287e+10,-1.24461e+09,3.28192e+08,4.59172e+09,-2.44068e+08,-1.41904e+08,-2.94813e+08,-998814,-1.06969e+07,5.96929e+06,-1.12187e-09,1.37455e-09,2.05775e-24,-1.03398e-25,-1.03398e-25,0,-1.13596e-07,9.31357e-08,-3.12556e-08,0,0,0,0,9.92617e-24,9.92617e-24,-1.11239e-06,1.85291e-06,-2.67307e-06,0.200096,0.19997,16.3,0.000151368,-0.000243665,1.13114e-06,0,0,0,
