elapsed_time[s],time[UTC],earth_position_i_x[m],earth_position_i_y[m],earth_position_i_z[m],earth_velocity_i_x[m/s],earth_velocity_i_y[m/s],earth_velocity_i_z[m/s],sun_position_i_x[m],sun_position_i_y[m],sun_position_i_z[m],sun_velocity_i_x[m/s],sun_velocity_i_y[m/s],sun_velocity_i_z[m/s],moon_position_i_x[m],moon_position_i_y[m],moon_position_i_z[m],moon_velocity_i_x[m/s],moon_velocity_i_y[m/s],moon_velocity_i_z[m/s],spacecraft_angular_velocity_b_x[rad/s],spacecraft_angular_velocity_b_y[rad/s],spacecraft_angular_velocity_b_z[rad/s],spacecraft_quaternion_i2b_x,spacecraft_quaternion_i2b_y,spacecraft_quaternion_i2b_z,spacecraft_quaternion_i2b_w,spacecraft_torque_b_x[Nm],spacecraft_torque_b_y[Nm],spacecraft_torque_b_z[Nm],spacecraft_total_angular_momentum[Nms],spacecraft_kinematic_energy[J],spacecraft_position_i_x[m],spacecraft_position_i_y[m],spacecraft_position_i_z[m],spacecraft_velocity_i_x[m/s],spacecraft_velocity_i_y[m/s],spacecraft_velocity_i_z[m/s],spacecraft_velocity_b_x[m/s],spacecraft_velocity_b_y[m/s],spacecraft_velocity_b_z[m/s],spacecraft_acceleration_i_x[m/s2],spacecraft_acceleration_i_y[m/s2],spacecraft_acceleration_i_z[m/s2],spacecraft_latitude[rad],spacecraft_longitude[rad],spacecraft_altitude[m],geomagnetic_field_at_spacecraft_position_i_x[nT],geomagnetic_field_at_spacecraft_position_i_y[nT],geomagnetic_field_at_spacecraft_position_i_z[nT],geomagnetic_field_at_spacecraft_position_b_x[nT],geomagnetic_field_at_spacecraft_position_b_y[nT],geomagnetic_field_at_spacecraft_position_b_z[nT],solar_radiation_pressure_at_spacecraft_position[N/m2],shadow_coefficient_at_spacecraft_position,air_density_at_spacecraft_position[kg/m3],earth_position_from_spacecraft_b_x[m],earth_position_from_spacecraft_b_y[m],earth_position_from_spacecraft_b_z[m],earth_velocity_from_spacecraft_b_x[m/s],earth_velocity_from_spacecraft_b_y[m/s],earth_velocity_from_spacecraft_b_z[m/s],sun_position_from_spacecraft_b_x[m],sun_position_from_spacecraft_b_y[m],sun_position_from_spacecraft_b_z[m],sun_velocity_from_spacecraft_b_x[m/s],sun_velocity_from_spacecraft_b_y[m/s],sun_velocity_from_spacecraft_b_z[m/s],moon_position_from_spacecraft_b_x[m],moon_position_from_spacecraft_b_y[m],moon_position_from_spacecraft_b_z[m],moon_velocity_from_spacecraft_b_x[m/s],moon_velocity_from_spacecraft_b_y[m/s],moon_velocity_from_spacecraft_b_z[m/s],gravity_gradient_torque_b_x[Nm],gravity_gradient_torque_b_y[Nm],gravity_gradient_torque_b_z[Nm],srp_torque_b_x[Nm],srp_torque_b_y[Nm],srp_torque_b_z[Nm],srp_force_b_x[N],srp_force_b_y[N],srp_force_b_z[N],third_body_acceleration_i_x[m/s2],third_body_acceleration_i_y[m/s2],third_body_acceleration_i_z[m/s2],air_drag_torque_b_x[Nm],air_drag_torque_b_y[Nm],air_drag_torque_b_z[Nm],air_drag_force_b_x[N],air_drag_force_b_y[N],air_drag_force_b_z[N],spacecraft_magnetic_moment_b_x[Am2],spacecraft_magnetic_moment_b_y[Am2],spacecraft_magnetic_moment_b_z[Am2],magnetic_disturbance_torque_b_x[Nm],magnetic_disturbance_torque_b_y[Nm],magnetic_disturbance_torque_b_z[Nm],geopotential_acceleration_ecef_x[m/s2],geopotential_acceleration_ecef_y[m/s2],geopotential_acceleration_ecef_z[m/s2],
2740,2023/03/01 12:45:40.000,0,0,0,0,0,0,1.3958e+11,-4.57365e+10,-1.98268e+10,10491.7,25842.1,11202.8,-3.29869e+07,3.55459e+08,1.87665e+08,-967.786,-68.9924,20.3301,0.343185,0.236878,-0.023769,-0.504619,-0.137889,0.786534,0.328193,0.000432648,0.000338823,-9.46821e-06,0.00458817,0.000957621,2342924.443106188,5112130.921690519,-3841171.49331121,-4040.610082,4973.736314,4169.438766,1439.985136,-4474.815712,6029.201401,3.849043789e-07,-6.07093555e-07,-5.378781063e-07,-0.602198,1.30712,438811,23241.3,31949.7,-9306.74,20510.7,-26819.4,-22529.8,4.64204e-06,1,1.91891e-12,-5.32258e+06,2.49296e+06,3.43992e+06,223060,-1.33355e+06,1.31157e+06,-5.76995e+10,-2.80905e+09,-1.36492e+11,-3.73323e+10,-2.64125e+10,1.63252e+10,1.0737e+08,-3.58595e+08,1.43343e+08,1.46114e+08,4.15747e+07,-5.45909e+06,-4.62053e-09,-9.86504e-09,3.32723e-25,2.58494e-26,-2.06795e-25,-6.46235e-27,3.66597e-08,1.57622e-09,8.18276e-08,0,0,0,-6.61744e-24,-4.96308e-24,-1.65436e-24,-4.06961e-07,1.66122e-06,-1.75548e-06,0.200052,0.200039,16.3001,0.000432653,0.000338833,-9.46821e-06,0,0,0,
2750,2023/03/01 12:45:50.000,0,0,0,0,0,0,1.3958e+11,-4.57363e+10,-1.98267e+10,10491.6,25842.1,11202.9,-3.29966e+07,3.55458e+08,1.87666e+08,-967.784,-69.0144,20.3185,0.240176,0.260253,-0.0210436,0.231079,0.637452,-0.734182,-0.0351204,-0.00015584,-0.000114801,3.32195e-06,0.00389665,0.000690762,2302371.348843235,5161544.652581964,-3799235.596824877,-4069.923648,4908.905531,4217.652615,4082.330234,-5912.73528,-2612.348937,5.985371797e-07,-6.327497078e-07,-7.294057733e-07,-0.594751,1.31656,438580,22868.2,32367.2,-8981.13,-7520.18,9084.11,-38886.7,4.64204e-06,1,1.92649e-12,-707526,-3.36465e+06,5.87837e+06,879512,-977668,-453747,-1.34471e+11,6.17931e+10,-8.14706e+09,-2.01129e+10,-4.34201e+10,2.64306e+09,8.80282e+07,-2.48673e+08,-3.01704e+08,9.39632e+07,6.75825e+07,-2.8279e+07,1.06574e-08,-2.24106e-09,-2.34117e-25,-1.29247e-26,2.58494e-26,2.06795e-25,1.33571e-07,-5.5306e-08,6.24754e-09,0,0,0,-6.61744e-24,4.96308e-24,-1.65436e-23,-1.53595e-06,2.5839e-06,8.72199e-07,0.200082,0.200047,16.3,-0.00015585,-0.000114799,3.32195e-06,0,0,0,
2760,2023/03/01 12:45:60.000,0,0,0,0,0,0,1.3958e+11,-4.5736e+10,-1.98266e+10,10491.6,25842.1,11202.9,-3.30063e+07,3.55457e+08,1.87666e+08,-967.782,-69.0362,20.307,0.257081,0.439811,-0.0276403,0.255519,-0.794025,0.42044,-0.357023,-0.000352523,-0.000552296,1.11111e-05,0.00560511,0.00142907,2261527.678781546,5210306.959196595,-3756820.209484035,-4098.724627,4843.452816,4265.335926,-2402.669795,-694.770962,-7224.689646,3.973248583e-07,-4.671988561e-07,-3.997683021e-07,-0.587255,1.32589,438349,22553.4,32912.1,-8441.51,-33796.3,21713.1,7033.28,4.64203e-06,1,1.93414e-12,3.69107e+06,-5.63089e+06,-1.02206e+06,89264,378913,-1.76515e+06,-4.03814e+10,-2.49795e+10,1.40401e+11,-3.24263e+10,-6.39859e+10,-2.07104e+10,-3.04672e+08,2.93846e+07,-2.58595e+08,5.92995e+07,1.27601e+08,-5.53559e+07,-3.10122e-09,-2.03286e-09,6.43044e-25,2.06795e-25,-2.06795e-25,0,2.56865e-08,1.53691e-08,-8.79353e-08,0,0,0,0,0,0,6.58076e-07,8.66844e-08,1.90845e-06,0.200219,0.200132,16.3002,-0.00035252,-0.000552294,1.11111e-05,0,0,0,
2770,2023/03/01 12:46:10.000,0,0,0,0,0,0,1.3958e+11,-4.57358e+10,-1.98265e+10,10491.5,25842.1,11202.9,-3.3016e+07,3.55457e+08,1.87666e+08,-967.78,-69.0582,20.2953,0.19051,0.559561,-0.0302605,-0.622439,0.300028,0.213251,0.690707,9.17423e-05,0.000333978,-5.22659e-06,0.00650349,0.00192373,2220398.577126884,5258411.663048182,-3713930.666871136,-4127.009362,4777.386349,4312.482669,-6317.840442,242.0278321,4298.772854,5.598903306e-07,-4.786943666e-07,-6.154355775e-07,-0.579712,1.33513,438116,22166.5,33471.1,-7995.28,20915.7,-5201.34,34800.5,4.64203e-06,1,1.94186e-12,-4.02922e+06,-1.8282e+06,-5.17662e+06,-1.2506e+06,1.52679e+06,434209,1.16946e+11,-8.46759e+10,-3.34768e+10,-4.95377e+10,-7.14104e+10,7.57235e+09,-1.63943e+08,-7.57493e+07,3.5762e+08,-2.80267e+07,1.45921e+08,1.80526e+07,-5.10008e-09,1.12403e-08,2.78235e-25,-1.03398e-25,-1.03398e-25,6.20385e-25,-1.20875e-07,8.38249e-08,2.83869e-08,0,0,0,2.06795e-25,1.32349e-23,0,2.35486e-06,-3.60294e-08,-1.26386e-06,0.2001,0.200127,16.3002,9.17474e-05,0.000333967,-5.22659e-06,0,0,0,
2780,2023/03/01 12:46:20.000,0,0,0,0,0,0,1.3958e+11,-4.57355e+10,-1.98264e+10,10491.5,25842.1,11202.9,-3.30257e+07,3.55456e+08,1.87666e+08,-967.779,-69.0802,20.2837,0.0568646,0.415251,-0.0233072,0.390244,0.380012,-0.611411,-0.574001,5.5005e-05,0.000532856,-7.21712e-06,0.00461153,0.000967363,2178989.224349258,5305852.667848491,-3670572.364566921,-4154.774258,4710.714388,4359.086876,4676.650582,-2540.550498,5489.003558,4.717812959e-07,-6.810610678e-07,-5.125174733e-07,-0.572124,1.34427,437881,21711.2,33927.3,-7485.27,32386.2,-3678.95,-24820.7,4.64202e-06,1,1.94964e-12,-5.22161e+06,-2.19869e+06,3.77806e+06,272719,1.08914e+06,1.01075e+06,-5.5557e+10,-3.5207e+10,-1.3282e+11,-1.73797e+08,-5.85732e+10,1.55989e+10,3.4664e+08,-1.8e+08,8.88558e+07,1.74551e+07,6.55568e+07,6.46773e+07,4.47681e-09,-1.06319e-08,-8.84453e-25,3.10193e-25,-4.1359e-25,0,4.07425e-08,2.485e-08,9.26964e-08,0,0,0,0,0,0,-1.90494e-06,8.18925e-07,-1.68274e-06,0.200083,0.200117,16.3002,5.50005e-05,0.000532867,-7.21712e-06,0,0,0,
2790,2023/03/01 12:46:30.000,0,0,0,0,0,0,1.3958e+11,-4.57352e+10,-1.98262e+10,10491.4,25842.1,11202.9,-3.30354e+07,3.55455e+08,1.87666e+08,-967.777,-69.1022,20.2721,-0.0178567,0.361534,-0.0217141,0.0471098,-0.681667,0.674913,0.278574,-1.479e-06,-0.000185505,2.29507e-06,0.00398286,0.000721677,2137304.836539616,5352623.960277883,-3626750.757485953,-4182.015785,4643.44527,4405.142646,6915.350533,-1703.958726,-2780.390874,7.554129156e-07,-5.95885024e-07,-6.519110421e-07,-0.56449,1.35331,437646,21477.7,34310.1,-6946.03,-11863.8,-391.266,-39317,4.64202e-06,1,1.95749e-12,1.94554e+06,-2.74718e+06,5.91945e+06,600660,1.29788e+06,404906,-1.40434e+11,-4.72917e+10,3.01248e+09,1.60909e+10,-4.79728e+10,-2.99017e+09,2.11976e+08,-1.26931e+08,-3.1521e+08,6.16e+07,3.95015e+07,2.55269e+07,8.76459e-09,6.20706e-09,-2.52596e-25,0,-6.46235e-26,-1.03398e-24,1.35089e-07,3.95347e-08,-2.18086e-09,0,0,0,-2.48154e-24,-9.92617e-24,3.30872e-24,-3.05652e-06,4.9968e-07,8.57524e-07,0.200145,0.200051,16.3,-1.48777e-06,-0.000185512,2.29507e-06,0,0,0,
2800,2023/03/01 12:46:40.000,0,0,0,0,0,0,1.3958e+11,-4.5735e+10,-1.98261e+10,10491.3,25842.2,11202.9,-3.3045e+07,3.55455e+08,1.87667e+08,-967.775,-69.124,20.2606,-0.11105,0.492647,-0.0254952,-0.521171,0.642093,-0.533772,0.176592,0.000135763,-0.000654423,6.36638e-06,0.00555622,0.00140411,2095350.664763627,5398719.61075297,-3582471.35920924,-4208.730479,4575.587405,4450.644148,-798.1336204,-2363.921563,-7227.205771,4.412863912e-07,-4.412178531e-07,-4.487224742e-07,-0.556813,1.36226,437410,20980.3,34748.6,-6439.39,-40105.7,-8286.47,3460.33,4.64202e-06,1,1.9654e-12,6.614e+06,-1.51903e+06,-564204,479147,2.27209e+06,-500234,-1.55043e+10,-4.30862e+10,1.40962e+11,1.08893e+10,-6.22987e+10,-1.78444e+10,-2.37089e+08,-1.91361e+08,-2.59847e+08,6.34252e+07,3.29236e+07,-8.21067e+07,-4.61951e-10,-2.01137e-09,1.85244e-25,1.03398e-24,-3.10193e-25,0,8.98338e-09,2.65718e-08,-8.5092e-08,0,0,0,-9.92617e-24,1.65436e-24,1.24077e-24,2.39096e-07,6.0074e-07,2.01509e-06,0.200122,0.200088,16.3001,0.000135763,-0.000654421,6.36638e-06,0,0,0,
2810,2023/03/01 12:46:50.000,0,0,0,0,0,0,1.3958e+11,-4.57347e+10,-1.9826e+10,10491.3,25842.2,11202.9,-3.30547e+07,3.55454e+08,1.87667e+08,-967.773,-69.146,20.249,-0.221051,0.565222,-0.0268208,0.699467,-0.119816,0.0809334,-0.699886,-8.74129e-05,0.000193675,-1.30543e-06,0.00667705,0.00202745,2053131.994408384,5444133.774178815,-3537739.741301274,-4234.91494,4507.149281,4495.585618,-5568.903348,-4220.894262,3103.313772,6.872074449e-07,-5.815289915e-07,-6.689034366e-07,-0.549093,1.37112,437174,20552.9,35177.3,-5835.7,12358.2,5838.78,38821.4,4.64201e-06,1,1.97337e-12,-966382,-3.59181e+06,-5.70391e+06,-1.47082e+06,2.42148e+06,-1.27563e+06,1.47203e+11,1.1236e+10,-1.31208e+10,6.32466e+09,-6.89321e+10,1.19266e+10,-1.24208e+08,-1.78436e+08,3.36202e+08,-1.07481e+08,-5.21629e+07,-6.74009e+07,-1.10435e-08,2.97127e-09,-1.05858e-25,0,-1.18907e-24,-9.82277e-25,-1.30285e-07,-7.87855e-09,8.45963e-09,0,0,0,-3.30872e-24,0,-6.61744e-24,2.359e-06,1.64323e-06,-1.13033e-06,0.200128,0.200185,16.3002,-8.74018e-05,0.000193672,-1.30543e-06,0,0,0,
2820,2023/03/01 12:46:60.000,0,0,0,0,0,0,1.3958e+11,-4.57345e+10,-1.98259e+10,10491.2,25842.2,11202.9,-3.30644e+07,3.55453e+08,1.87667e+08,-967.771,-69.168,20.2374,-0.224223,0.396942,-0.0243433,-0.290523,-0.436414,0.354981,0.774033,-0.000300261,0.000542252,-2.97152e-06,0.00501598,0.00114442,2010654.144535804,5488860.690686467,-3492561.532627787,-4260.565832,4438.139454,4539.961358,4131.207724,382.8931856,6422.403578,4.060365642e-07,-5.168765619e-07,-5.343976581e-07,-0.541332,1.37989,436936,20185.4,35705.8,-5194.77,33059.9,18214.1,-16871,4.64201e-06,1,1.9814e-12,-3.41249e+06,-5.16816e+06,2.83079e+06,-2.04947e+06,1.41796e+06,118136,-3.77128e+08,-5.58184e+10,-1.373e+11,3.08994e+10,-3.18353e+10,1.28575e+10,3.64312e+08,7.05083e+07,1.50177e+08,-3.16953e+07,-4.62643e+07,9.85931e+07,7.88667e-09,-5.20749e-09,-3.66508e-24,8.27181e-25,-6.46235e-27,0,2.05138e-10,3.45475e-08,8.04813e-08,0,0,0,-8.27181e-25,0,4.1359e-25,-1.44457e-06,-1.06418e-07,-1.80853e-06,0.200114,0.200134,16.3001,-0.000300269,0.000542257,-2.97152e-06,0,0,0,
2830,2023/03/01 12:47:10.000,0,0,0,0,0,0,1.39581e+11,-4.57342e+10,-1.98258e+10,10491.2,25842.2,11202.9,-3.30741e+07,3.55452e+08,1.87667e+08,-967.769,-69.19,20.2257,-0.223228,0.288772,-0.0243104,-0.204677,0.622983,-0.526666,-0.540945,2.60961e-05,-5.3621e-07,-3.13769e-07,0.00401635,0.000734012,1967922.46722054,5532894.686367745,-3446942.418659513,-4285.679889,4368.56656,4583.765745,6871.234701,3121.072274,-1227.752353,6.397348404e-07,-6.123758383e-07,-8.814538426e-07,-0.533531,1.38857,436698,19688.5,36016.2,-4680.83,-540.032,-2107.07,-41255.1,4.642e-06,1,1.98948e-12,2.15243e+06,-1.74104e+06,6.22117e+06,-1.55449e+06,1.21994e+06,879230,-7.9224e+10,-1.23388e+11,-2.1591e+10,2.68048e+10,-1.61269e+10,-6.19299e+09,2.84146e+08,6.55868e+07,-2.74146e+08,7.00374e+07,8.86481e+06,7.47222e+07,5.83927e-09,7.21904e-09,5.17303e-26,2.06795e-25,0,-1.44757e-24,7.64499e-08,1.26437e-07,1.77548e-08,0,0,0,0,3.30872e-24,0,-3.22963e-06,-1.08332e-06,4.16318e-07,0.200197,0.200102,16.3001,2.60903e-05,-5.43429e-07,-3.13769e-07,0,0,0,
2840,2023/03/01 12:47:20.000,0,0,0,0,0,0,1.39581e+11,-4.57339e+10,-1.98257e+10,10491.1,25842.2,11202.9,-3.30837e+07,3.55452e+08,1.87667e+08,-967.767,-69.2118,20.2142,-0.329668,0.323116,-0.0254169,0.628112,-0.539035,0.546512,0.127441,0.000461719,-0.000436724,-3.08154e-07,0.00507896,0.00117339,1924942.346892439,5576230.173995534,-3400888.140772583,-4310.253907,4298.439301,4626.993222,2269.650309,-127.2043161,-7300.441218,3.941214835e-07,-4.316481534e-07,-4.151894973e-07,-0.52569,1.39717,436459,19388.6,36333.9,-4151.93,-26955.4,-28488.5,-13233.4,4.642e-06,1,1.99762e-12,6.20694e+06,2.30842e+06,1.58458e+06,-1.1967e+06,2.3644e+06,1.24307e+06,-1.29572e+10,-8.37651e+10,1.21584e+11,1.77481e+10,-2.3781e+10,-1.44924e+10,-3.63367e+07,-2.00068e+08,-3.44671e+08,1.33181e+08,3.67723e+07,-3.5378e+07,-1.97214e-09,5.30274e-09,-9.52838e-25,-2.06795e-25,5.16988e-26,-5.16988e-26,8.7712e-09,6.47251e-08,-8.40778e-08,0,0,0,4.1359e-25,3.30872e-24,0,-4.27816e-07,5.93894e-08,1.94044e-06,0.200105,0.200054,16.3002,0.000461721,-0.00043673,-3.08154e-07,0,0,0,
2850,2023/03/01 12:47:30.000,0,0,0,0,0,0,1.39581e+11,-4.57337e+10,-1.98256e+10,10491.1,25842.3,11202.9,-3.30934e+07,3.55451e+08,1.87668e+08,-967.766,-69.2338,20.2026,-0.484411,0.373729,-0.0253261,-0.778109,0.135009,-0.355451,0.499973,0.000159754,-0.000128549,-3.84087e-07,0.00673097,0.00206021,1881719.19966504,5618861.65373716,-3354404.495534507,-4334.284752,4227.766451,4669.638307,-3519.350488,-6671.357476,-1254.080124,5.803930499e-07,-7.024998153e-07,-8.662171274e-07,-0.517811,1.40568,436220,18840.9,36738.5,-3494.09,-7398.31,-9313.69,39691.6,4.642e-06,1,2.0058e-12,3.01566e+06,-899951,-6.03824e+06,-1.31232e+06,3.57093e+06,-1.18761e+06,1.19428e+11,6.17208e+10,6.24081e+10,1.15392e+10,-3.09162e+10,8.49371e+09,-1.36995e+08,-3.25244e+08,1.88532e+08,5.4983e+07,-1.12963e+08,-1.54938e+08,-2.93e-09,-9.8182e-09,-5.20955e-25,-1.03398e-25,2.06795e-25,0,-1.21292e-07,-5.78672e-08,-5.28085e-08,0,0,0,0,-8.27181e-25,9.92617e-24,1.32965e-06,3.17202e-06,2.14836e-07,0.200188,0.2001,16.3002,0.000159757,-0.000128539,-3.84087e-07,0,0,0,
2860,2023/03/01 12:47:40.000,0,0,0,0,0,0,1.39581e+11,-4.57334e+10,-1.98255e+10,10491,25842.3,11202.9,-3.31031e+07,3.5545e+08,1.87668e+08,-967.764,-69.2557,20.191,-0.457628,0.278554,-0.0263318,0.341406,0.342976,-0.00699436,-0.875078,-0.000562514,0.000353559,2.56795e-06,0.00589426,0.00158011,1838258.472668296,5660783.713851979,-3307497.333999508,-4357.769355,4156.556855,4711.695586,497.9242466,-617.9125766,7605.09365,3.722376576e-07,-3.639879565e-07,-3.955779142e-07,-0.509894,1.41412,435980,18416.2,37063.2,-2947.13,21777.8,34597,7092.21,4.64199e-06,1,2.01403e-12,-857599,-6.75309e+06,-153558,-2.84708e+06,407802,-2.03314e+06,8.02438e+10,2.01831e+09,-1.24596e+11,1.92084e+10,9.50213e+08,1.23862e+10,1.82595e+08,1.59706e+08,3.18118e+08,2.09948e+07,-1.6704e+08,7.18015e+07,-5.5917e-10,7.10111e-11,1.90904e-25,-1.9387e-26,1.24077e-24,1.61559e-26,-5.79316e-08,-1.24358e-09,8.06837e-08,0,0,0,3.92911e-23,9.92617e-23,-5.16988e-26,-9.80022e-08,3.39138e-08,-1.81263e-06,0.200218,0.200158,16.3,-0.000562513,0.000353559,2.56795e-06,0,0,0,
2870,2023/03/01 12:47:50.000,0,0,0,0,0,0,1.39581e+11,-4.57332e+10,-1.98253e+10,10490.9,25842.3,11203,-3.31128e+07,3.5545e+08,1.87668e+08,-967.762,-69.2777,20.1794,-0.358677,0.163657,-0.0291731,0.224611,-0.508752,0.248288,0.793142,-0.000272046,0.000171256,1.23943e-06,0.00433865,0.000856753,1794565.643370855,5701991.031385668,-3260172.560980126,-4380.704717,4084.819426,4753.159719,3468.456537,6388.29149,2372.423227,6.896455679e-07,-7.80555322e-07,-6.788777864e-07,-0.501942,1.42247,435740,17945.4,37338.3,-2195.44,10053.7,16238.3,-36827.3,4.64199e-06,1,2.02231e-12,1.49769e+06,-2.75783e+06,6.04262e+06,-2.46754e+06,-949175,178379,2.27599e+10,-1.27152e+11,-7.26747e+10,9.28069e+09,6.16165e+09,-7.87401e+09,2.19559e+08,3.0781e+08,-1.30548e+08,8.47447e+07,-1.16218e+07,1.15143e+08,8.98653e-09,4.8803e-09,3.32894e-26,-4.1359e-25,0,-2.06795e-25,-1.80304e-08,1.18682e-07,5.52656e-08,0,0,0,-9.92617e-24,3.30872e-24,3.30872e-24,-1.3443e-06,-3.07723e-06,-6.28153e-07,0.200231,0.200121,16.3001,-0.000272055,0.000171251,1.23943e-06,0,0,0,
2880,2023/03/01 12:47:60.000,0,0,0,0,0,0,1.39581e+11,-4.57329e+10,-1.98252e+10,10490.9,25842.3,11203,-3.31224e+07,3.55449e+08,1.87668e+08,-967.76,-69.2995,20.1678,-0.382293,0.116853,-0.0303962,-0.648901,0.447474,-0.368282,-0.493014,0.000360958,-6.423e-05,-3.64335e-06,0.00439931,0.000880945,1750646.218904415,5742478.372844946,-3212436.134324356,-4403.087907,4012.563143,4794.025441,2088.046405,5188.186311,-5214.72061,6.232631363e-07,-4.619395094e-07,-6.041759458e-07,-0.493954,1.43074,435500,17460.3,37734.8,-1532.23,-4366.82,-22570.8,-34678.7,4.64198e-06,1,2.03063e-12,3.69262e+06,3.46764e+06,4.54979e+06,-1.992e+06,-338156,1.87442e+06,3.78175e+10,-1.30649e+11,5.88889e+10,-2.549e+09,-5.63146e+09,-1.08569e+10,8.34887e+07,3.7322e+07,-3.89337e+08,1.26117e+08,8.13225e+07,3.48463e+07,-8.50857e-09,9.0606e-09,-9.56208e-25,0,5.16988e-26,4.1359e-25,-3.22948e-08,1.27972e-07,-4.66712e-08,0,0,0,-1.32349e-23,-1.65436e-24,-8.27181e-24,-6.19292e-07,-1.98546e-06,1.76899e-06,0.200139,0.200135,16.3001,0.000360967,-6.42391e-05,-3.64335e-06,0,0,0,
2890,2023/03/01 12:48:10.000,0,0,0,0,0,0,1.39581e+11,-4.57326e+10,-1.98251e+10,10490.8,25842.3,11203,-3.31321e+07,3.55448e+08,1.87668e+08,-967.758,-69.3215,20.1562,-0.535462,0.0959253,-0.0282248,0.882195,-0.206336,0.421341,-0.040365,0.000644568,-0.000103113,-6.64979e-06,0.00598514,0.00162932,1706505.735375821,5782240.594872823,-3164294.064178623,-4424.916058,3939.797052,4834.287558,-532.0411238,-3315.937466,-6869.767834,4.388929697e-07,-4.311791538e-07,-5.527483913e-07,-0.485931,1.43894,435260,17053.8,37927,-855.101,-6180.46,-39398.4,11814.5,4.64198e-06,1,2.03898e-12,3.63211e+06,4.89273e+06,-3.0378e+06,-1.74845e+06,2.58428e+06,2.07179e+06,8.31393e+10,6.87668e+09,1.22507e+11,-1.20471e+10,-1.1204e+10,8.80469e+09,-2.27127e+07,-3.63394e+08,-1.65309e+08,1.59475e+08,5.13096e+07,-1.34689e+08,8.01628e-09,-5.95087e-09,1.1183e-24,-2.58494e-26,-2.06795e-25,0,-6.23275e-08,-4.44603e-09,-8.20752e-08,0,0,0,6.61744e-24,0,-4.1359e-25,1.25488e-07,1.12824e-06,1.9724e-06,0.200186,0.200185,16.3,0.00064456,-0.000103107,-6.64979e-06,0,0,0,
2900,2023/03/01 12:48:20.000,0,0,0,0,0,0,1.39581e+11,-4.57324e+10,-1.9825e+10,10490.8,25842.3,11203,-3.31418e+07,3.55448e+08,1.87669e+08,-967.756,-69.3435,20.1446,-0.620041,0.0409881,-0.0268574,-0.625686,-0.153263,-0.345764,0.682257,-0.000199895,1.13885e-05,2.31384e-06,0.00683636,0.00212531,1662149.757180538,5821272.644902835,-3115752.412247496,-4446.186379,3866.530267,4873.940952,-1128.729753,-6680.37859,3545.763819,6.775862322e-07,-4.027903589e-07,-8.103370621e-07,-0.477875,1.44706,435019,16505.8,38029.7,-230.2,1183.16,12747.1,39431.8,4.64198e-06,1,2.04737e-12,2.41158e+06,-3.64139e+06,-5.22326e+06,-1.78577e+06,2.65439e+06,-2.67497e+06,9.99417e+10,1.06973e+11,-2.31492e+10,-1.7309e+10,1.85428e+10,1.09586e+10,778747,-1.50858e+08,3.70257e+08,1.5786e+08,-1.74599e+08,-7.14775e+07,-1.02589e-08,-6.79418e-09,7.45297e-25,0,-5.16988e-26,-8.27181e-25,-1.01044e-07,-1.0917e-07,1.9478e-08,0,0,0,0,-8.27181e-25,-3.30872e-24,3.07432e-07,2.87331e-06,-1.18551e-06,0.200098,0.20017,16.3,-0.000199885,1.13953e-05,2.31384e-06,0,0,0,
2910,2023/03/01 12:48:30.000,0,0,0,0,0,0,1.39581e+11,-4.57321e+10,-1.98249e+10,10490.7,25842.4,11203,-3.31515e+07,3.55447e+08,1.87669e+08,-967.754,-69.3655,20.133,-0.497888,-0.0258467,-0.0312873,-0.0169073,0.33177,0.17105,-0.927569,-0.000663665,-7.58226e-06,8.24366e-06,0.00548587,0.00136924,1617583.876317714,5859569.5618053,-3066817.291046158,-4466.896143,3792.771961,4912.980578,-1472.814205,2913.051577,6915.244557,4.585295857e-07,-4.144369066e-07,-5.928998712e-07,-0.469786,1.45511,434779,16076.4,38260.6,420.056,-570.306,40611.1,-8538.93,4.64197e-06,1,2.0558e-12,2.60297e+06,-5.42098e+06,3.19281e+06,-1.0304e+06,-1.92129e+06,-2.42208e+06,1.03875e+11,-8.73601e+09,-1.05361e+11,-1.97154e+10,8.91223e+09,-2.01763e+10,-2.30249e+07,3.55409e+08,1.81535e+08,1.31504e+08,-6.00486e+07,1.3423e+08,9.33634e-09,4.48298e-09,1.03576e-24,-2.58494e-26,4.1359e-25,-7.75482e-26,-8.59564e-08,6.10499e-09,7.46115e-08,0,0,0,0,1.65436e-24,-2.48154e-24,3.68637e-07,-1.00102e-06,-2.1045e-06,0.200179,0.200175,16.3001,-0.000663675,-7.58674e-06,8.24366e-06,0,0,0,
